"","maxtempC","mintempC","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset"
"822",20,10,12.7,5,26,12,16,17,16,20,6,76,0,1015,20,10,145,15,336,"Hazardous",16892,773,706,344,373
"823",20,12,10.6,4,19,14,16,16,16,26,58,84,0,1014,20,9,141,18,319,"Hazardous",16893,102,762,342,374
"824",16,12,8,3,11,14,14,15,14,23,100,94,3.3,1013,16,6,275,16,315,"Hazardous",16894,148,103,341,375
"825",18,10,12.8,3,4,8,13,14,13,18,65,69,0,1016,18,10,97,13,193,"Unhealthy",16895,193,166,340,375
"826",18,12,10.6,4,0,10,14,15,14,21,75,75,0,1016,18,10,115,15,167,"Unhealthy",16896,237,232,339,376
"827",21,13,9.3,4,0,16,17,17,17,27,75,90,1.7,1009,21,10,161,19,227,"Very unhealthy",16897,280,299,337,377
"828",18,11,10.6,3,0,13,14,15,14,16,67,87,8.2,1013,18,10,243,11,315,"Hazardous",16898,324,368,336,377
"829",21,12,12.8,5,3,14,18,18,18,13,11,79,0,1017,21,10,120,10,301,"Hazardous",16899,368,437,335,378
"830",22,13,11.9,4,11,12,16,17,16,16,57,77,0,1014,22,10,133,11,283,"Very unhealthy",16900,415,505,334,379
"831",21,11,12.9,4,19,11,17,17,17,13,39,71,0,1013,21,10,85,9,326,"Hazardous",16901,464,572,333,379
"832",20,11,9.3,4,26,10,15,15,15,19,69,70,0,1017,20,10,86,13,300,"Very unhealthy",16902,516,634,332,380
"833",18,13,10.6,4,34,14,15,16,15,22,72,90,1.9,1011,18,6,132,14,306,"Hazardous",16903,571,693,330,380
"834",17,11,12.9,4,41,10,14,15,14,20,64,76,0.2,1015,17,9,173,14,333,"Hazardous",16904,626,693,329,381
"835",19,11,11.9,4,49,11,15,16,15,18,61,76,0.5,1016,19,10,156,13,347,"Hazardous",16905,684,745,328,382
"836",21,11,11.9,4,56,12,16,17,16,18,56,75,0.5,1015,21,9,156,12,319,"Hazardous",16906,740,72,327,382
"837",19,12,13,4,64,11,15,16,15,18,60,73,0.2,1015,19,9,121,12,207,"Very unhealthy",16907,76,115,326,383
"838",20,12,11.9,4,71,11,16,17,16,18,49,73,0.2,1014,20,10,138,13,309,"Hazardous",16908,129,153,325,384
"839",21,12,12,4,79,12,17,17,17,22,56,75,0.2,1014,21,9,134,15,177,"Unhealthy",16909,183,190,324,384
"840",20,13,10.7,4,87,12,17,17,17,23,57,76,0.8,1013,20,9,151,16,190,"Unhealthy",16910,235,224,322,385
"841",19,13,13.1,4,94,12,15,16,15,24,64,81,1.3,1013,19,9,188,16,162,"Unhealthy",16911,287,256,321,386
"842",23,14,12,5,100,15,19,20,19,19,54,79,0.3,1011,23,10,264,14,283,"Very unhealthy",16912,339,289,320,386
"843",25,15,12,5,100,16,23,23,22,18,36,69,0.1,1011,25,10,175,13,335,"Hazardous",16913,391,324,319,387
"844",16,14,8.2,3,83,13,14,15,14,31,96,90,12.9,1011,16,8,83,21,287,"Very unhealthy",16914,444,359,318,388
"845",20,14,10.7,4,76,12,16,16,16,21,80,79,0.6,1014,20,9,70,14,305,"Hazardous",16915,496,396,317,388
"846",16,13,8.2,3,68,11,14,15,14,20,92,77,1.3,1016,16,9,92,14,302,"Hazardous",16916,548,437,316,389
"847",18,14,8.2,4,61,14,16,16,16,18,90,86,0,1012,18,8,86,13,290,"Very unhealthy",16917,599,480,315,390
"848",17,14,8.2,4,53,13,15,15,15,26,98,87,0.1,1009,17,10,305,19,306,"Hazardous",16918,649,528,314,390
"849",23,12,13.2,4,46,12,17,18,17,23,39,73,0.1,1014,23,10,240,17,338,"Hazardous",16919,698,579,313,391
"850",26,12,13.2,6,38,12,23,23,23,11,1,54,0,1016,26,10,218,7,348,"Hazardous",16920,698,633,312,392
"851",26,15,13.2,6,30,11,21,21,21,30,5,55,0,1012,26,10,160,19,320,"Hazardous",16921,743,691,311,392
"852",27,16,13.2,6,29,15,23,23,23,28,9,65,0,1010,27,10,159,19,309,"Hazardous",16922,68,751,310,393
"853",26,19,13.3,5,22,19,24,24,22,30,47,83,4.7,1006,26,10,170,21,250,"Very unhealthy",16923,110,94,309,394
"854",25,17,13.3,6,15,12,21,22,21,39,16,59,0.3,1009,25,10,281,28,237,"Very unhealthy",16924,152,158,308,394
"855",28,16,13.3,6,8,14,24,24,24,23,7,59,0,1012,28,10,164,15,304,"Hazardous",16925,194,224,307,395
"856",25,20,10.8,5,0,21,25,25,23,23,65,88,0.5,1008,25,9,176,15,247,"Very unhealthy",16926,237,292,307,396
"857",30,19,13.3,6,0,20,25,25,24,20,46,78,0,1009,30,9,202,15,316,"Hazardous",16927,281,361,306,397
"858",20,14,8.3,4,0,13,17,17,17,25,90,79,2.5,1015,20,8,75,18,323,"Hazardous",16928,330,429,305,397
"859",17,15,8.3,4,7,13,16,16,16,16,99,84,1.1,1014,17,10,67,11,200,"Unhealthy",16929,380,495,304,398
"860",20,14,8.4,4,14,15,18,18,18,11,99,87,0,1011,20,9,57,8,306,"Hazardous",16930,435,558,303,399
"861",18,14,10.8,4,21,14,17,17,17,19,74,85,8.3,1010,18,8,291,15,188,"Unhealthy",16931,492,615,303,399
"862",26,13,13.4,6,29,15,21,22,21,16,3,72,0,1012,26,10,200,10,332,"Hazardous",16932,552,667,302,400
"863",26,15,13.4,6,36,17,23,23,22,20,0,77,0,1011,26,10,149,15,312,"Hazardous",16933,610,713,301,401
"864",20,16,8.4,4,43,16,19,19,19,19,73,87,0,1019,20,10,89,14,328,"Hazardous",16934,668,713,300,401
"865",23,17,13.4,6,50,17,20,21,20,27,40,84,0,1018,23,10,133,19,243,"Very unhealthy",16935,723,753,300,402
"866",24,14,9.8,4,58,17,19,19,19,27,71,87,5.6,1013,24,10,267,19,213,"Very unhealthy",16936,777,71,299,403
"867",23,12,13.9,5,65,11,19,19,19,16,11,62,0,1017,23,9,172,12,287,"Very unhealthy",16937,110,106,298,403
"868",24,12,11,5,72,9,20,21,20,16,36,48,0,1017,24,10,150,11,187,"Unhealthy",16938,162,139,298,404
"869",24,14,13.9,6,80,10,20,21,20,21,24,55,0,1016,24,10,120,14,230,"Very unhealthy",16939,214,171,297,405
"870",24,18,12.2,5,87,16,23,23,22,17,63,73,1.2,1011,24,10,159,13,303,"Hazardous",16940,266,205,297,405
"871",25,18,12.2,5,94,17,23,23,22,21,62,75,1.1,1010,25,9,139,14,187,"Unhealthy",16941,319,239,296,406
"872",25,17,12.2,5,100,16,23,23,22,20,57,73,0,1011,25,9,132,15,150,"Unhealthy for sensitive groups",16942,371,276,296,407
"873",24,18,8.7,5,100,18,23,23,21,16,81,83,0.1,1012,24,10,262,12,303,"Hazardous",16943,424,316,295,407
"874",27,16,11,5,84,19,24,24,23,6,64,82,0.5,1011,27,7,268,5,326,"Hazardous",16944,476,358,295,408
"875",23,19,9.9,5,77,19,21,22,21,11,82,88,1.5,1010,23,9,213,8,336,"Hazardous",16945,527,405,294,408
"876",28,18,14,6,70,20,25,25,23,18,47,84,0,1009,28,8,139,13,326,"Hazardous",16946,576,455,294,409
"877",27,21,8.7,6,62,22,27,27,25,13,87,86,0,1009,27,9,225,10,330,"Hazardous",16947,623,508,293,410
"878",24,21,8.7,5,55,20,25,25,23,16,99,84,0,1010,24,10,107,13,223,"Very unhealthy",16948,667,565,293,410
"879",22,20,8.7,5,48,20,21,23,21,9,99,92,0,1008,22,7,48,7,200,"Unhealthy",16949,709,623,293,411
"880",22,19,8.8,5,40,19,21,22,21,13,97,93,5.7,1007,22,7,242,10,287,"Very unhealthy",16950,709,683,292,412
"881",24,19,9.9,5,33,19,22,22,22,10,76,86,0.3,1010,24,8,109,7,315,"Hazardous",16951,750,745,292,412
"882",30,19,11.1,6,29,21,27,27,25,13,66,81,0.1,1007,30,8,130,10,321,"Hazardous",16952,70,88,292,413
"883",25,19,12.2,5,12,18,24,24,23,18,63,76,1.3,1009,25,9,142,13,143,"Unhealthy for sensitive groups",16953,111,153,291,413
"884",23,17,14,6,4,17,21,22,21,15,28,80,0.2,1010,23,8,118,11,270,"Very unhealthy",16954,153,220,291,414
"885",20,18,8.8,4,0,18,19,19,19,25,100,92,20.7,1007,20,6,116,16,150,"Unhealthy for sensitive groups",16955,198,287,291,414
"886",23,18,9.9,5,0,18,20,21,20,27,81,88,0,1006,23,10,287,18,243,"Very unhealthy",16956,246,354,291,415
"887",24,17,11.1,5,0,18,22,22,21,15,59,85,0.2,1011,24,8,145,11,193,"Unhealthy",16957,299,419,291,415
"888",25,18,8.8,5,3,20,24,24,22,18,74,88,0,1010,25,9,117,13,253,"Very unhealthy",16958,355,480,290,416
"889",27,21,12.2,6,11,21,26,26,24,17,66,87,2,1009,27,10,112,13,267,"Very unhealthy",16959,414,536,290,416
"890",28,21,12.2,6,18,22,27,27,25,10,67,85,0.1,1008,28,7,81,8,220,"Very unhealthy",16960,474,585,290,417
"891",24,20,11.1,5,26,20,24,24,22,15,80,89,0,1010,24,7,83,11,193,"Unhealthy",16961,534,629,290,417
"892",27,20,14.1,7,33,21,27,27,25,23,46,81,0,1009,27,9,136,18,190,"Unhealthy",16962,592,669,290,418
"893",30,23,9.9,6,41,23,29,29,26,14,76,83,0,1007,30,10,154,11,277,"Very unhealthy",16963,648,706,290,418
"894",23,21,8.8,5,48,22,22,25,22,18,96,96,8.4,1005,23,6,53,12,143,"Unhealthy for sensitive groups",16964,703,706,290,418
"895",28,20,11.1,6,56,21,26,26,24,11,68,84,0.2,1005,28,7,108,8,187,"Unhealthy",16965,755,740,290,419
"896",30,20,14.1,7,63,22,30,30,26,20,10,82,0,1002,30,8,157,14,233,"Very unhealthy",16966,88,773,290,419
"897",32,23,11.1,7,71,24,35,35,30,16,53,73,5.2,1001,32,8,225,11,311,"Hazardous",16967,139,86,290,419
"898",27,22,13.4,5,79,21,29,29,26,17,54,75,1.5,1007,27,10,146,13,335,"Hazardous",16968,192,120,290,420
"899",28,22,14.5,7,86,22,29,29,26,21,12,78,0,1008,28,10,153,15,316,"Hazardous",16969,244,155,291,420
"900",30,22,14.5,7,94,23,30,30,27,18,25,81,0.2,1008,30,8,179,12,167,"Unhealthy",16970,297,194,291,420
"901",31,24,13.4,6,100,24,31,31,27,21,53,82,1.6,1008,31,9,203,14,137,"Unhealthy for sensitive groups",16971,351,235,291,421
"902",26,24,11.2,6,100,24,29,29,25,14,76,94,33.3,1006,26,6,229,9,150,"Unhealthy for sensitive groups",16972,402,280,291,421
"903",33,24,13.4,6,84,25,34,34,28,17,43,86,1.5,1005,33,8,156,10,267,"Very unhealthy",16973,453,330,291,421
"904",32,25,12.3,6,76,25,33,33,28,15,56,85,7.8,1005,32,10,250,9,230,"Very unhealthy",16974,501,383,291,421
"905",34,25,14.5,7,69,26,38,38,30,16,18,80,2.5,1004,34,10,161,10,302,"Hazardous",16975,547,439,292,421
"906",32,23,11.2,6,61,24,32,32,28,22,61,82,1.1,1005,32,10,140,15,277,"Very unhealthy",16976,590,498,292,422
"907",21,19,9.1,5,54,20,21,23,21,7,93,94,1,1011,21,6,242,5,243,"Very unhealthy",16977,631,558,292,422
"908",24,18,10.1,5,46,19,21,22,21,16,81,88,1,1012,24,7,120,11,210,"Very unhealthy",16978,671,618,293,422
"909",25,21,9.1,5,38,22,26,26,23,13,97,94,0.5,1008,25,7,203,9,200,"Unhealthy",16979,711,680,293,422
"910",27,22,9.1,5,31,23,27,27,24,8,90,94,7.7,1008,27,7,101,5,302,"Hazardous",16980,711,743,293,422
"911",27,23,12.3,6,23,24,28,28,25,19,66,94,3.1,1010,27,7,180,13,150,"Unhealthy for sensitive groups",16981,750,87,294,422
"912",31,23,14.5,7,16,25,33,33,28,17,11,84,0.1,1009,31,8,180,12,170,"Unhealthy",16982,73,151,294,422
"913",31,25,13.4,6,15,25,33,33,28,19,59,86,0,1005,31,9,215,12,170,"Unhealthy",16983,118,217,294,422
"914",28,23,11.2,6,8,24,30,30,26,14,77,92,0,1006,28,7,195,9,162,"Unhealthy",16984,167,281,295,422
"915",27,24,9,6,1,25,31,31,26,14,88,95,0.1,1006,27,5,163,9,243,"Very unhealthy",16985,221,344,295,422
"916",32,25,13.4,6,0,25,34,34,28,27,46,86,0,1006,32,10,156,16,230,"Very unhealthy",16986,277,402,296,422
"917",33,25,14.5,7,0,26,36,36,29,20,17,83,4.6,1009,33,10,170,13,133,"Unhealthy for sensitive groups",16987,337,455,296,422
"918",31,25,14.5,6,6,26,34,34,28,17,32,88,0,1012,31,8,130,12,125,"Unhealthy for sensitive groups",16988,397,502,297,422
"919",31,24,14.4,6,14,25,33,33,28,17,42,86,0,1010,31,7,107,13,125,"Unhealthy for sensitive groups",16989,458,545,297,421
"920",29,24,10.1,6,21,24,31,31,27,20,80,88,0.1,1007,29,8,72,15,125,"Unhealthy for sensitive groups",16990,515,583,298,421
"921",29,25,10.1,6,28,25,31,31,27,21,83,88,0.4,1004,29,10,77,15,125,"Unhealthy for sensitive groups",16991,572,619,298,421
"922",31,25,10.1,6,35,25,32,32,27,18,88,92,6,1002,31,6,78,12,125,"Unhealthy for sensitive groups",16992,626,653,299,421
"923",28,25,10.1,6,43,25,32,32,27,20,83,91,0,1000,28,9,138,13,150,"Unhealthy for sensitive groups",16993,679,686,299,421
"924",32,25,11.1,7,50,26,36,36,29,15,49,85,3.3,1000,32,8,207,10,287,"Very unhealthy",16994,731,720,300,420
"925",32,26,14,7,57,27,38,38,30,10,37,84,1,1001,32,10,196,6,307,"Hazardous",16995,64,720,300,420
"926",32,26,12.2,6,65,26,35,35,28,11,75,90,0.5,1003,32,8,125,8,283,"Very unhealthy",16996,116,754,301,420
"927",33,25,13.6,8,72,27,39,39,30,16,34,86,0,1001,33,8,190,11,303,"Hazardous",16997,169,71,301,419
"928",26,23,8.5,5,79,23,28,28,25,12,76,90,0.5,1004,26,9,282,8,310,"Hazardous",16998,222,111,302,419
"929",30,21,12.1,6,86,24,31,31,27,14,51,89,0.2,1008,30,7,127,10,321,"Hazardous",16999,274,155,302,418
"930",31,25,12.1,6,94,25,35,35,29,20,53,81,0.1,1006,31,9,168,14,193,"Unhealthy",17000,326,203,303,418
"931",32,25,12.1,6,100,25,34,34,29,19,56,82,0.4,1006,32,9,152,13,197,"Unhealthy",17001,376,254,304,418
"932",33,25,12.1,7,100,25,35,35,29,16,47,79,0.5,1006,33,9,168,11,227,"Very unhealthy",17002,424,310,304,417
"933",33,25,12.1,7,85,25,36,36,30,17,57,78,0.5,1006,33,9,154,12,273,"Very unhealthy",17003,469,369,305,417
"934",31,26,12.1,6,77,25,35,35,29,20,50,82,4.3,1005,31,9,155,13,283,"Very unhealthy",17004,511,430,305,416
"935",32,26,10.9,7,70,26,37,37,30,20,59,81,2,1005,32,9,158,14,250,"Very unhealthy",17005,552,491,306,415
"936",32,27,12.1,7,63,26,37,37,30,18,57,80,2,1005,32,9,182,12,277,"Very unhealthy",17006,592,554,307,415
"937",33,26,12.1,7,55,25,37,37,30,17,53,78,1.3,1006,33,10,156,11,150,"Unhealthy for sensitive groups",17007,632,616,307,414
"938",33,26,12.1,7,48,26,37,37,30,15,47,78,1.7,1007,33,9,131,10,230,"Very unhealthy",17008,673,680,308,414
"939",32,26,12.1,7,41,25,36,36,30,17,53,79,3.2,1006,32,9,151,12,300,"Very unhealthy",17009,716,743,309,413
"940",37,28,13.4,8,34,26,43,43,33,13,23,70,0.7,1006,37,10,181,9,319,"Hazardous",17010,716,87,309,412
"941",36,28,13.4,8,26,28,44,44,33,14,6,76,0,1007,36,10,153,10,325,"Hazardous",17011,762,150,310,412
"942",33,27,13.4,8,19,27,39,39,30,21,7,82,0,1008,33,10,132,15,253,"Very unhealthy",17012,93,212,310,411
"943",33,26,13.3,7,15,26,35,35,29,21,32,81,0.1,1009,33,10,123,15,125,"Unhealthy for sensitive groups",17013,147,270,311,410
"944",33,26,13.4,8,5,26,36,36,29,20,33,82,0.1,1007,33,10,124,14,125,"Unhealthy for sensitive groups",17014,204,325,312,409
"945",34,26,13.4,7,0,26,38,38,30,19,24,80,1.4,1006,34,10,154,13,138,"Unhealthy for sensitive groups",17015,263,374,312,409
"946",29,25,8.3,6,0,26,32,32,27,10,92,91,0,1007,29,7,205,6,150,"Unhealthy for sensitive groups",17016,323,419,313,408
"947",32,24,13.3,7,2,25,33,33,28,9,37,81,0,1008,32,10,213,6,180,"Unhealthy",17017,382,459,314,407
"948",32,25,12,6,10,25,34,34,28,13,59,84,0.1,1007,32,10,195,10,133,"Unhealthy for sensitive groups",17018,439,496,314,406
"949",31,25,13.3,6,17,26,34,34,29,17,31,85,0,1005,31,8,110,13,125,"Unhealthy for sensitive groups",17019,495,531,315,405
"950",32,25,13.3,6,24,25,34,34,29,17,25,84,0.3,1005,32,8,110,13,125,"Unhealthy for sensitive groups",17020,549,565,316,404
"951",32,25,13.3,7,32,25,35,35,29,17,19,80,0.3,1005,32,10,90,12,112,"Unhealthy for sensitive groups",17021,602,599,316,403
"952",32,26,12,6,39,25,34,34,29,28,49,83,12.1,1005,32,9,77,19,125,"Unhealthy for sensitive groups",17022,654,633,317,403
"953",32,26,13.3,8,46,26,37,37,29,20,25,85,0,1007,32,9,110,14,138,"Unhealthy for sensitive groups",17023,707,669,317,402
"954",32,26,13.2,6,53,26,36,36,29,17,41,86,0,1008,32,6,99,12,125,"Unhealthy for sensitive groups",17024,759,707,318,401
"955",33,26,12,7,61,27,37,37,29,18,60,87,0.3,1006,33,6,109,13,138,"Unhealthy for sensitive groups",17025,92,707,319,400
"956",33,26,10.8,7,68,27,37,37,29,17,44,85,0.1,1005,33,8,126,12,125,"Unhealthy for sensitive groups",17026,143,748,319,399
"957",33,25,13.2,8,75,26,36,36,29,16,17,82,0,1005,33,9,125,12,138,"Unhealthy for sensitive groups",17027,196,74,320,398
"958",33,25,13.2,8,82,26,37,37,30,16,21,81,0,1003,33,10,124,12,138,"Unhealthy for sensitive groups",17028,246,124,321,397
"959",33,26,13.2,7,90,26,36,36,30,16,32,81,0.2,1003,33,10,95,11,138,"Unhealthy for sensitive groups",17029,295,178,321,396
"960",33,26,13.1,7,97,25,36,36,30,15,25,77,0.2,1003,33,10,109,10,138,"Unhealthy for sensitive groups",17030,342,236,322,395
"961",33,26,13.1,8,100,26,37,37,30,21,19,80,0,1003,33,10,136,15,138,"Unhealthy for sensitive groups",17031,386,296,322,394
"962",34,27,13.1,8,88,27,40,40,31,18,9,79,0.3,1003,34,10,148,13,150,"Unhealthy for sensitive groups",17032,429,359,323,392
"963",35,27,13.1,8,81,27,41,41,31,11,18,80,0,1004,35,9,110,8,170,"Unhealthy",17033,470,423,324,391
"964",33,26,13.1,8,74,26,37,37,30,14,14,81,0,1004,33,8,98,10,153,"Unhealthy",17034,511,487,324,390
"965",33,26,13,8,67,26,36,36,30,15,20,80,0,1007,33,8,64,11,150,"Unhealthy for sensitive groups",17035,553,552,325,389
"966",33,25,13,7,59,25,34,34,29,15,41,80,1,1006,33,8,39,10,162,"Unhealthy",17036,596,616,325,388
"967",33,23,13,7,52,24,35,35,30,12,5,75,0,1005,33,10,56,8,150,"Unhealthy for sensitive groups",17037,641,681,326,387
"968",33,23,13,7,45,25,34,34,29,10,30,81,0.4,1004,33,7,102,7,167,"Unhealthy",17038,690,744,327,386
"969",32,24,13,6,38,24,33,33,28,18,27,80,1.3,1007,32,8,80,13,138,"Unhealthy for sensitive groups",17039,690,86,327,385
"970",29,21,10.7,6,30,20,28,28,25,21,53,75,0.1,1009,29,10,327,15,162,"Unhealthy",17040,742,144,328,383
"971",29,19,12.9,7,23,17,26,26,25,26,11,65,0,1008,29,10,333,18,177,"Unhealthy",17041,78,199,328,382
"972",28,19,12.9,7,16,18,26,26,25,18,15,68,0.2,1009,28,10,324,12,183,"Unhealthy",17042,134,248,329,381
"973",27,19,12.9,6,8,16,25,25,24,23,9,65,0,1007,27,10,294,16,227,"Very unhealthy",17043,193,294,330,380
"974",31,21,12.9,7,5,17,27,27,26,17,11,62,0,1004,31,10,247,11,277,"Very unhealthy",17044,251,336,330,379
"975",31,22,12.9,7,0,20,30,30,28,15,14,63,0,1002,31,10,211,10,322,"Hazardous",17045,309,374,331,377
"976",33,20,12.9,7,0,22,31,31,28,12,9,74,0,1004,33,9,174,8,327,"Hazardous",17046,365,409,331,376
"977",33,19,12.8,7,6,21,30,30,28,12,8,72,0,1007,33,10,69,8,315,"Hazardous",17047,419,444,332,375
"978",30,20,11.9,6,14,21,28,28,26,14,55,76,0,1010,30,10,63,9,247,"Very unhealthy",17048,473,478,333,374
"979",28,23,11.9,6,21,22,28,28,26,12,62,79,0,1011,28,10,74,8,190,"Unhealthy",17049,526,511,333,373
"980",28,22,8,5,29,19,26,26,25,15,95,73,0.1,1010,28,10,29,10,273,"Very unhealthy",17050,578,547,334,371
"981",22,19,8,5,36,20,21,22,21,14,86,95,19.6,1009,22,5,101,9,263,"Very unhealthy",17051,630,584,334,370
"982",28,18,12.7,7,44,21,26,26,24,10,13,82,0,1010,28,8,202,6,325,"Hazardous",17052,682,623,335,369
"983",29,19,12.7,6,51,20,27,27,25,14,43,75,0,1011,29,10,128,9,315,"Hazardous",17053,734,667,335,368
"984",27,22,12.7,7,59,21,27,27,25,14,32,81,0,1011,27,10,127,9,315,"Hazardous",17054,65,714,336,366
"985",24,20,7.9,5,66,21,25,25,23,10,78,88,4.5,1014,24,9,103,6,309,"Hazardous",17055,116,714,337,365
"986",28,18,12.7,5,74,20,25,25,23,15,32,83,0.3,1016,28,10,47,11,217,"Very unhealthy",17056,164,764,337,364
"987",28,20,11.9,6,82,21,26,26,24,16,48,83,1.3,1017,28,10,60,11,170,"Unhealthy",17057,212,100,338,363
"988",24,22,7.9,5,89,22,25,25,23,20,91,92,2.5,1016,24,7,62,13,138,"Unhealthy for sensitive groups",17058,257,158,338,361
"989",25,23,7.9,5,97,23,26,26,24,26,97,96,14.1,1012,25,7,81,17,125,"Unhealthy for sensitive groups",17059,300,220,339,360
"990",27,22,6.1,6,100,23,27,27,24,32,80,93,0,1006,27,9,167,18,125,"Unhealthy for sensitive groups",17060,343,284,339,359
"991",27,21,6.1,5,88,22,26,26,24,22,82,90,0.2,1009,27,9,285,15,150,"Unhealthy for sensitive groups",17061,385,349,340,358
"992",26,21,7.5,5,81,20,26,26,23,29,71,83,0.2,1010,26,10,222,19,160,"Unhealthy",17062,428,416,341,356
"993",25,19,8.8,5,73,19,23,23,22,31,48,82,0,1012,25,10,300,20,125,"Unhealthy for sensitive groups",17063,471,482,341,355
"994",26,18,11.6,5,66,18,23,23,22,20,29,81,0.8,1017,26,10,215,13,125,"Unhealthy for sensitive groups",17064,517,549,342,354
"995",25,17,8.8,5,58,18,23,23,22,12,56,79,0.1,1019,25,10,58,8,125,"Unhealthy for sensitive groups",17065,567,615,342,352
"996",26,19,11.6,5,50,18,23,23,22,12,34,79,0.6,1018,26,10,101,7,125,"Unhealthy for sensitive groups",17066,618,679,343,351
"997",26,18,11.6,6,43,19,24,24,23,13,18,79,0,1016,26,10,107,9,137,"Unhealthy for sensitive groups",17067,673,739,343,350
"998",26,19,11.6,6,35,20,24,24,23,18,22,81,0,1014,26,10,112,12,193,"Unhealthy",17068,673,76,344,349
"999",28,19,11.6,6,28,21,26,26,24,15,18,83,0,1013,28,8,96,10,183,"Unhealthy",17069,730,127,345,347
"1000",29,20,8.8,6,20,23,28,28,25,15,62,89,0.5,1012,29,5,84,10,112,"Unhealthy for sensitive groups",17070,68,173,345,346
"1001",30,23,8.8,6,13,24,30,30,26,22,65,88,0.3,1011,30,7,73,15,112,"Unhealthy for sensitive groups",17071,125,215,346,345
"1002",27,22,7.4,5,5,23,28,28,25,34,76,90,1.5,1011,27,10,54,21,138,"Unhealthy for sensitive groups",17072,182,253,346,344
"1003",24,22,6,5,0,21,25,25,23,30,100,92,0,1012,24,9,78,19,162,"Unhealthy",17073,238,289,347,342
"1004",28,22,7.4,6,0,23,28,28,25,11,75,89,0,1011,28,6,276,8,200,"Unhealthy",17074,292,324,348,341
"1005",29,21,8.8,6,0,23,29,29,26,11,60,88,2.8,1014,29,6,195,7,293,"Very unhealthy",17075,346,357,348,340
"1006",30,23,11.6,7,2,24,30,30,27,15,36,85,2.3,1012,30,8,202,11,162,"Unhealthy",17076,398,391,349,339
"1007",26,21,7.4,5,9,21,25,25,23,18,75,87,0.2,1011,26,9,211,13,125,"Unhealthy for sensitive groups",17077,451,426,349,337
"1008",26,21,5.9,5,17,21,26,26,23,22,83,86,0.2,1011,26,10,298,15,138,"Unhealthy for sensitive groups",17078,503,462,350,336
"1009",26,21,5.9,5,24,21,26,26,24,14,78,85,0.1,1014,26,9,212,10,180,"Unhealthy",17079,556,500,351,335
"1010",25,21,8.8,5,31,19,25,25,23,25,70,79,0.1,1019,25,10,55,17,127,"Unhealthy for sensitive groups",17080,607,542,351,334
"1011",23,20,5.9,5,38,21,24,24,23,17,89,89,0.2,1016,23,9,105,11,125,"Unhealthy for sensitive groups",17081,658,587,352,332
"1012",22,16,7.3,4,46,17,20,21,20,31,65,83,0.4,1015,22,9,178,20,100,"Moderate",17082,708,635,353,331
"1013",20,15,8.7,4,53,13,18,18,18,23,61,73,0,1020,20,10,102,16,112,"Unhealthy for sensitive groups",17083,756,687,353,330
"1014",22,16,7.3,4,60,14,18,19,18,19,59,74,0,1019,22,10,37,12,112,"Unhealthy for sensitive groups",17084,83,687,354,329
"1015",24,15,10.2,5,67,15,20,21,20,19,28,72,0,1019,24,10,34,12,125,"Unhealthy for sensitive groups",17085,128,742,354,328
"1016",22,17,10.2,4,75,15,20,20,20,20,64,75,0,1022,22,10,25,12,177,"Unhealthy",17086,171,82,355,326
"1017",20,19,7.3,4,82,15,20,20,20,16,70,76,0,1021,20,10,35,10,127,"Unhealthy for sensitive groups",17087,213,143,356,325
"1018",22,19,5.8,5,89,17,20,21,20,21,93,81,1.4,1021,22,10,64,12,160,"Unhealthy",17088,255,207,356,324
"1019",25,20,8.7,5,97,18,22,23,22,20,61,81,0,1020,25,10,91,12,150,"Unhealthy for sensitive groups",17089,297,272,357,323
"1020",27,19,8.7,5,100,21,25,25,23,16,50,85,6.4,1018,27,8,246,10,227,"Very unhealthy",17090,341,340,358,322
"1021",23,17,10.2,5,89,17,21,21,21,14,56,82,0,1019,23,10,121,10,183,"Unhealthy",17091,387,409,358,321
"1022",24,19,5.8,5,82,18,23,23,22,15,90,81,0,1019,24,10,74,10,138,"Unhealthy for sensitive groups",17092,436,477,359,320
"1023",22,19,5.6,5,74,19,21,22,21,12,79,88,1,1017,22,6,97,9,170,"Unhealthy",17093,489,545,360,319
"1024",23,20,4.2,5,67,20,24,24,22,23,91,90,0,1016,23,10,91,16,160,"Unhealthy",17094,545,609,361,318
"1025",23,21,4.2,5,60,21,25,25,22,27,99,93,1.1,1012,23,10,74,18,125,"Unhealthy for sensitive groups",17095,603,669,361,317
"1026",23,21,4.2,5,53,22,25,25,22,31,100,97,15.8,1008,23,5,100,20,125,"Unhealthy for sensitive groups",17096,662,724,362,315
"1027",23,18,5.7,5,45,19,20,21,20,22,80,91,0,1013,23,8,143,15,138,"Unhealthy for sensitive groups",17097,662,772,363,314
"1028",25,18,4.2,5,38,19,23,23,21,15,66,88,0.3,1015,25,7,98,9,175,"Unhealthy",17098,720,96,363,313
"1029",21,17,4.2,4,31,17,20,20,20,16,76,86,0,1015,21,9,198,12,223,"Very unhealthy",17099,777,135,364,312
"1030",24,17,4.1,5,23,19,20,21,20,21,97,90,0,1016,24,10,115,15,163,"Unhealthy",17100,113,171,365,311
