"","x"
"320",234.133185489795
"321",263.207759651299
"322",256.426803758409
"323",257.054575745812
"324",255.234202877288
"325",265.729773619685
"326",291.944727634963
"327",242.750161723946
"328",248.177214149659
"329",242.902106841622
"330",298.763046819255
"331",250.11478022996
"332",259.457329324345
"333",232.158225467782
"334",254.734800321209
"335",293.454397566088
"336",355.036209892835
"337",311.345128100697
"338",296.651962853222
"339",332.940149865352
"340",318.848219792518
"341",291.194045547984
"342",279.231909749471
"343",222.94948375925
"344",276.760218671196
"345",274.809161705615
"346",304.335364412216
"347",325.659957126523
"348",322.86883121107
"349",280.443676932322
"350",281.360454593752
"351",323.702972260715
"352",295.594010797963
"353",285.527136982634
"354",300.599743953722
"355",308.323102419912
"356",345.02972850589
"357",309.545619818371
"358",318.365542050001
"359",258.117071236083
"360",262.899456307201
"361",272.392205797687
"362",321.765400025109
"363",328.712550895703
"364",338.138645351162
"365",304.443615458971
"366",330.382577323124
"367",364.977644410548
"368",356.025190725855
"369",346.858116341228
"370",302.631603431811
"371",273.414220013046
"372",319.092672428996
"373",338.271026468813
"374",357.106456058434
"375",347.594364748564
"376",324.929072525196
"377",244.847417002967
"378",245.710174630149
"379",250.899875788683
"380",308.530726706572
"381",294.671125843221
"382",280.484897720634
"383",323.65068088557
"384",325.217818472133
"385",302.614673194026
"386",314.952739514524
"387",310.872457096878
"388",330.997456063409
"389",326.115637012543
"390",284.926050791286
"391",293.61685468631
"392",230.339927954497
"393",241.351482679542
"394",238.670829469048
"395",298.396787909665
"396",288.13039112347
"397",292.639465642557
"398",274.319981070146
"399",280.5120888074
"400",316.557617539317
"401",322.132326825116
"402",353.815405057459
"403",355.639050705052
"404",285.880323119507
"405",322.697502986569
"406",343.399159615971
"407",363.61527988984
"408",354.955165192019
"409",316.657326846706
"410",323.32430342136
"411",295.208101843616
"412",286.472334035912
"413",316.643593583324
"414",306.363653959142
"415",309.051017657902
"416",246.929026389425
"417",291.484465358087
"418",278.576318761538
"419",277.256869014284
"420",283.822212640763
"421",254.106848291306
"422",255.639395376211
"423",235.260185998024
"424",259.154712282644
"425",313.001658741238
"426",323.057616577703
"427",313.50831511624
"428",275.079020962454
"429",279.628308943439
"430",273.980678766468
"431",309.589634729241
"432",264.293269556581
"433",247.641961880268
"434",269.208408480563
"435",285.754735856974
"436",287.097760039215
"437",260.816741500838
"438",283.971441190674
"439",292.224402189166
"440",291.495623802636
"441",296.687419387868
"442",283.141560882984
"443",273.880923402191
"444",257.140462593927
"445",306.496615603586
"446",307.125366548715
"447",265.558862165485
"448",264.890996761972
"449",245.889629347796
"450",245.395379000206
"451",237.220399031027
"452",322.050505127502
"453",314.730703877037
"454",213.511824844797
"455",303.339725303658
"456",268.944850489169
"457",310.131259942628
"458",264.403766181898
"459",283.539236161933
"460",258.566126954909
"461",217.485572853081
"462",220.783519470982
"463",271.195259731317
"464",295.107719517523
"465",287.714340164088
"466",288.566614351825
"467",274.860356160046
"468",247.661273138749
"469",270.197861778313
"470",282.13461824545
"471",281.8377380535
"472",225.223092456462
"473",273.988674661461
"474",296.092296774599
"475",271.781246551002
"476",318.922011656963
"477",327.146474726679
"478",292.934457597826
"479",277.765501798516
"480",314.718631428273
"481",260.821801788393
"482",230.256751056624
"483",270.849701509324
"484",254.241294872338
"485",286.909332818595
"486",253.638708184313
"487",241.733827687761
"488",262.663431226527
"489",288.94011120415
"490",292.152275659056
"491",291.128919573772
"492",275.302691562646
"493",258.42861047626
"494",253.139916859146
"495",233.242557678118
"496",241.991062134458
"497",298.793653283347
"498",289.6212173471
"499",242.225765020873
"500",249.594596662859
"501",245.840813767225
"502",258.261158117481
"503",256.943416666962
"504",269.978939984938
"505",255.953288828423
"506",267.695636996978
"507",259.858256421411
"508",226.968526638551
"509",256.364563646815
"510",270.034410839922
"511",259.379317257155
"512",219.641048797024
"513",223.626564842031
"514",226.22863032921
"515",227.343495820441
"516",240.217565818235
"517",229.170419320001
"518",246.620690712899
"519",204.69735018435
"520",264.407214433975
"521",301.302849756354
"522",239.200752934301
"523",199.608700013078
"524",231.084037252609
"525",237.200056841503
"526",232.41777690818
"527",233.428257838968
"528",251.930113403252
"529",250.77227288538
"530",245.825544252573
"531",211.758437313672
"532",203.142520177956
"533",235.861730880916
"534",225.444122997761
"535",244.969247073246
"536",223.105527259289
"537",220.319981998175
"538",226.92672811266
"539",213.830658384077
"540",223.292050144356
"541",231.378208102223
"542",226.697756787299
"543",190.842411194119
"544",183.29385871768
"545",197.703164470761
"546",232.065223097806
"547",275.837933659794
"548",254.653868383926
"549",245.66203554294
"550",218.663211691671
"551",209.225110768487
"552",212.484376117933
"553",213.82092984105
"554",216.353332891989
"555",172.294026258365
"556",150.811665613411
"557",113.949319120589
"558",216.907910332935
"559",271.205331118864
"560",255.188603632273
"561",224.269250499054
"562",213.636850289424
"563",185.823890370157
"564",195.461163257463
"565",210.647565972484
"566",214.882777059819
"567",237.378424952407
"568",251.56914349825
"569",233.628466931744
"570",224.848124341433
"571",249.213554784805
"572",254.176093860126
"573",225.114482302409
"574",228.468110007031
"575",225.052885310835
"576",227.738174928297
"577",234.734745090973
"578",235.167576621729
"579",202.201816892135
"580",211.750271519661
"581",239.994969782536
"582",221.944369974054
"583",205.34272710243
"584",176.051091025503
"585",160.577621985226
"586",153.104831719076
"587",157.67801288589
"588",190.56839597963
"589",251.172065319867
"590",248.752979151681
"591",254.623172545725
"592",239.863820226411
"593",205.174924548519
"594",233.564897503185
"595",226.048229833551
"596",226.400856617652
"597",223.023239019647
"598",231.199804499951
"599",203.857030966996
"600",190.640927568395
"601",216.989206045283
"602",272.444445204745
"603",284.340633298526
"604",275.169345773796
"605",271.157399895283
"606",258.783504010515
"607",250.21976355468
"608",240.620534344788
"609",235.41009809934
"610",250.038530209574
"611",253.162985693007
"612",227.664478736078
"613",221.761284121737
"614",213.049329431362
"615",233.189975498371
"616",217.980977982134
"617",257.561692836622
"618",278.938793811915
"619",291.416494534806
"620",257.093991958574
"621",259.3712146712
"622",254.220040946246
"623",238.253427908965
"624",222.44352781444
"625",223.149344214625
"626",224.686391251308
"627",229.996181357885
"628",228.440265368855
"629",247.363194737986
"630",226.091632686881
"631",261.189968578502
"632",250.656430709468
"633",237.347052405363
"634",236.456847945708
"635",246.797171816956
"636",197.22234485766
"637",128.064176327817
"638",170.760970942723
"639",224.707952970264
"640",283.594899076186
"641",260.594336473773
"642",215.046713836718
"643",200.238331332502
"644",207.916162709394
"645",200.637741558829
"646",220.385470644791
"647",280.601932771497
"648",296.229072429986
"649",291.483649360798
"650",319.393218406323
"651",311.340813227954
"652",281.75221222496
"653",267.13403759732
"654",266.479277642073
"655",260.81175331937
"656",259.064404769106
"657",263.554169104995
"658",249.268230192641
"659",241.405133698396
"660",244.447236207707
"661",228.769256043024
"662",217.706586167331
"663",219.997082971099
"664",237.346908708194
"665",260.53154780139
"666",294.968543553052
"667",198.875783736739
"668",202.358167884182
"669",214.284906622107
"670",257.609458857798
"671",290.980382903077
"672",256.947378391655
"673",206.25199657551
"674",220.51733407591
"675",193.671896375972
"676",227.954054141355
"677",226.063220225399
"678",232.416707933574
"679",253.578531836015
"680",230.551965443653
"681",231.818198918605
"682",239.320818210786
"683",274.265466078113
"684",266.338034896268
"685",240.357955910483
"686",200.061682313255
"687",212.693226666705
"688",207.589447190031
"689",205.837565827088
"690",198.780098661601
"691",197.653182294191
"692",200.112251902471
"693",189.082444792361
"694",221.888405195785
"695",268.641059017006
"696",326.317343830861
"697",298.167151211441
"698",263.45134989877
"699",269.235604009147
"700",245.914425559264
"701",259.859860738704
"702",295.136145651814
"703",315.004170654396
"704",299.269471141868
"705",298.263162479669
"706",268.681974771217
"707",254.341808319621
"708",246.122213681564
"709",243.06546799349
"710",266.284593620554
"711",299.556978212656
"712",261.195132620895
"713",275.504056382191
"714",297.523276611848
"715",286.216188965585
"716",302.515038530563
"717",297.687922591687
"718",294.489826617372
"719",275.12480415633
"720",260.357153434681
"721",281.58993363801
"722",253.536344134632
"723",237.133802537622
"724",289.639901776407
"725",317.216319417183
"726",251.126742454004
"727",278.128844989553
"728",282.661417496133
"729",315.154888413036
"730",281.161690369741
"731",286.981479150143
"732",322.009924936128
"733",310.762730099876
"734",291.841534454295
"735",249.656789811794
"736",228.506716035582
"737",299.08679311425
"738",307.600133057798
"739",326.53046906707
"740",257.711271818556
"741",220.134398796457
"742",270.243291478728
"743",317.447689101922
"744",359.236768923507
"745",362.998914812004
"746",328.47100285007
"747",302.627077897845
"748",306.286406481356
"749",322.124064133076
"750",292.103091864841
"751",247.914532894314
"752",223.702061480806
"753",252.325131222589
"754",261.111727524701
"755",336.75137906962
"756",358.966123125417
"757",289.791926143345
"758",286.766026848314
"759",249.397927512636
"760",282.58889413777
"761",272.342743358456
"762",276.932775608555
"763",320.307333310819
"764",338.475510448005
"765",304.005135255917
"766",328.913162070593
"767",315.322491310963
"768",359.191662066175
"769",355.460652842697
"770",346.340221483557
"771",290.809720042062
"772",260.27957398906
"773",308.594073402962
"774",278.385028448269
"775",265.494537661668
"776",326.980277034563
"777",342.43353578212
"778",339.912439463337
"779",335.465803242565
"780",274.421266518693
"781",300.508634652797
"782",287.659102906141
"783",222.937613984521
"784",237.298376750751
"785",253.352476255404
"786",287.235254498883
"787",283.341190731295
"788",293.338050072714
"789",302.822423132978
"790",291.704059480564
"791",304.044436200697
"792",303.806393163942
"793",318.515394006955
"794",252.441931556027
"795",302.108779517118
"796",245.560772351816
"797",290.301396730361
"798",220.428964031192
"799",201.357189191165
"800",278.616724480346
"801",342.258257083964
"802",275.894462802968
"803",259.276744424786
"804",277.171362562765
"805",289.060937183123
"806",292.48116745727
"807",259.892348508366
"808",285.074989591572
"809",257.657376560826
"810",280.223068530842
"811",268.159791997955
"812",238.407425895926
"813",242.30332330879
"814",257.336781921073
"815",288.536084373661
"816",344.268537468736
"817",306.75322195629
"818",284.963728697486
"819",309.588929866662
"820",267.62934587704
"821",267.200064413498
"822",277.687190016754
"823",249.421596154153
"824",237.57672557576
"825",269.812813084807
"826",245.729976764253
"827",253.199464462708
"828",284.599535991286
"829",267.534971837988
"830",279.420198244489
"831",291.174771332739
"832",266.634530677383
"833",235.777736135936
"834",250.699772070968
"835",260.084404834874
"836",267.94934661112
"837",253.922898918131
"838",267.433413721437
"839",260.869550079009
"840",250.416288066899
"841",248.878771923707
"842",267.698442678024
"843",268.406932812691
"844",197.0101053019
"845",230.388862939946
"846",219.364807866747
"847",219.095019901546
"848",225.522781994516
"849",273.933704326217
"850",312.882677552334
"851",267.416083656247
"852",266.640510071742
"853",227.9921411475
"854",234.737707514075
"855",274.709654177576
"856",209.385581402975
"857",252.229316479988
"858",206.768444190116
"859",208.484142453675
"860",232.974094538281
"861",244.547314774537
"862",293.570512728129
"863",255.313896976763
"864",188.361804049851
"865",183.906826604276
"866",244.612469768346
"867",271.091018339909
"868",277.013405365035
"869",247.879264323328
"870",233.355848460581
"871",229.53370994743
"872",228.688492048671
"873",224.930857095392
"874",278.147983466509
"875",230.967000482703
"876",229.772927663244
"877",209.419758103361
"878",186.120452650799
"879",194.873707014049
"880",219.237855935296
"881",226.87423195003
"882",243.937173488074
"883",224.132547167812
"884",227.649217003199
"885",199.415459240683
"886",230.637593577223
"887",227.64920037439
"888",208.588076909842
"889",206.911523651804
"890",219.603623867421
"891",190.055778380486
"892",193.403985307362
"893",217.754230290587
"894",188.114043420377
"895",234.679589181068
"896",234.892151737897
"897",237.33644880197
"898",213.304320179519
"899",205.21502573191
"900",218.963893319927
"901",209.0287111445
"902",204.079678260012
"903",220.282808033245
"904",235.23761974394
"905",217.328488468118
"906",214.342809533794
"907",218.213731952919
"908",214.785721971573
"909",204.126076424228
"910",223.360660581018
"911",178.049455266003
"912",207.699259329957
"913",204.891670802162
"914",205.484803992713
"915",177.811800241069
"916",189.738836851477
"917",201.583426257663
"918",179.903034084075
"919",184.233318437534
"920",174.166609504467
"921",180.598726263775
"922",196.998698853762
"923",188.045490095185
"924",224.913910940273
"925",224.12498728293
"926",200.69969232426
"927",191.684415095821
"928",229.0038568
"929",218.504012369367
"930",193.917681602649
"931",204.674587151212
"932",213.302447022317
"933",205.297156829097
"934",198.121140034445
"935",182.367693676977
"936",191.173673715592
"937",201.928541268265
"938",199.423150783392
"939",198.471412897954
"940",202.870244849787
"941",180.174048555439
"942",160.452582196857
"943",189.653239261741
"944",183.491997292627
"945",201.016483778392
"946",205.670285275384
"947",241.644120395763
"948",216.102343486363
"949",202.348009183515
"950",213.243823511554
"951",206.618490620237
"952",188.67442019824
"953",169.97841626749
"954",179.35385343393
"955",176.740486252412
"956",192.484390090302
"957",204.261557466566
"958",207.614525706669
"959",215.255500467756
"960",222.07949750798
"961",198.193964045127
"962",195.944823260738
"963",206.704327844462
"964",205.464954654357
"965",191.315629724843
"966",214.150357225217
"967",245.599848060909
"968",245.311558973475
"969",212.037611896261
"970",241.6654890951
"971",269.518915459783
"972",278.146488140475
"973",272.341528304102
"974",294.607244195409
"975",283.632766868307
"976",290.590703000705
"977",280.615569209144
"978",248.453190538807
"979",217.85690551857
"980",225.215979932195
"981",217.636362026111
"982",267.484907147558
"983",255.10410082681
"984",224.128971905885
"985",221.319052009411
"986",240.366375027785
"987",217.852410114248
"988",163.651266267616
"989",165.347927985116
"990",193.117716316754
"991",226.883057565849
"992",205.634103303814
"993",225.179718835572
"994",245.273549236028
"995",232.468535623709
"996",243.569713575842
"997",242.182747387695
"998",224.517759149308
"999",233.334297992434
"1000",211.963293208396
"1001",181.569177429244
"1002",170.036938191723
"1003",158.616912438146
"1004",223.630319495859
"1005",226.827341079463
"1006",216.110882416317
"1007",218.673866163166
"1008",219.011327941637
"1009",219.431237653753
"1010",170.663836576224
"1011",187.924179685579
"1012",210.084287460321
"1013",213.156214794523
"1014",232.286692366397
"1015",249.285041217091
"1016",207.593565933733
"1017",194.974005334949
"1018",182.746853991029
"1019",202.798128770209
"1020",240.020290277526
"1021",226.552185855632
"1022",203.703192165385
"1023",198.432973053603
"1024",171.84674231066
"1025",162.87268217253
"1026",168.833316451985
"1027",210.076724795969
"1028",224.917077761618
"1029",222.781387490002
"1030",212.561482769805
"1031",179.496079399706
"1032",192.970585053174
"1033",189.334976599355
"1034",238.897868303438
"1035",199.028353157412
"1036",200.400801685142
"1037",246.153690673281
"1038",293.169816537279
"1039",274.578466068554
"1040",294.809712586534
"1041",243.491441279633
"1042",212.529482563429
"1043",185.885389011974
"1044",216.889775652024
"1045",260.956449016247
"1046",280.933456349412
"1047",247.525976213471
"1048",252.432290058613
"1049",259.571212905071
"1050",227.254886272157
"1051",251.780088776461
"1052",212.676347845848
"1053",267.614737445975
"1054",250.688481294328
"1055",191.348309096754
"1056",217.115554584058
"1057",190.548673804368
"1058",202.128155150134
"1059",281.883323849853
"1060",254.783450099829
"1061",228.262363174916
"1062",283.243161255842
"1063",250.231992782522
"1064",225.742818510617
"1065",259.000606678116
"1066",246.874301219845
"1067",248.220168017706
"1068",264.484787366313
"1069",287.231616465853
"1070",305.011987125293
"1071",273.623633583736
"1072",308.427076218098
"1073",308.473542865512
"1074",261.527543159183
"1075",239.62595741524
"1076",260.45664249545
"1077",308.066143570381
"1078",251.467060244652
"1079",256.5970013956
"1080",290.843192418847
"1081",300.252442427513
"1082",287.155798016119
"1083",282.482622583541
"1084",276.422348723065
"1085",201.444408176637
"1086",235.08160754501
"1087",246.991585651861
"1088",284.374463417396
"1089",262.470135473358
"1090",234.097800993096
"1091",230.85537747572
"1092",245.132192692451
"1093",296.819301658182
"1094",289.542380882786
"1095",296.284554099904
"1096",292.753985552353
"1097",254.126566241286
"1098",276.284118353223
"1099",280.516589338854
"1100",250.728562501056
"1101",199.281230208651
"1102",214.464614771776
"1103",261.503608100819
"1104",250.610397702276
"1105",300.284934671566
"1106",275.31911472642
"1107",262.039064935993
"1108",301.848685493766
"1109",307.020916519943
"1110",297.153036331513
"1111",278.17987602176
"1112",289.006575662295
"1113",274.977863618994
"1114",216.134288213702
"1115",252.592813827362
"1116",286.604908559356
"1117",341.553525902925
"1118",315.303877110855
"1119",303.672513113753
"1120",276.475433776925
"1121",270.764112841505
"1122",297.85128907572
"1123",274.073686150059
"1124",266.900228960485
"1125",303.822853912146
"1126",243.580918125335
"1127",299.110074402648
"1128",263.36709834177
"1129",280.573994375633
"1130",282.903771725279
"1131",302.85521987956
"1132",291.454996296859
"1133",281.94207287364
"1134",291.80372560928
"1135",254.528663312264
"1136",289.811527949412
"1137",325.079632132436
"1138",347.051269011874
"1139",339.249601947447
"1140",310.471434101607
"1141",305.142215502602
"1142",273.547724816436
"1143",293.061097105676
"1144",245.180032160918
"1145",274.19872061106
"1146",300.360031175997
"1147",268.319716858857
"1148",246.11347993424
"1149",261.460596175181
"1150",277.570322055651
"1151",302.370884746338
"1152",328.422611109534
"1153",325.595192906487
"1154",287.093269446242
"1155",280.836179636623
"1156",306.129097187532
"1157",315.678113261576
"1158",315.31625188126
"1159",353.540789423329
"1160",267.5706431482
"1161",286.263364281896
"1162",330.085338672611
"1163",325.024666103252
"1164",357.821151625366
"1165",281.390661956311
"1166",262.193188237989
"1167",227.300381477914
"1168",236.026076834898
"1169",290.728391985389
"1170",300.823265235751
"1171",281.672234514368
"1172",283.295225841425
"1173",236.546114377377
"1174",231.161209989511
"1175",239.528496881146
"1176",266.213469028912
"1177",232.069527544876
"1178",239.118713573093
"1179",242.396746127283
"1180",261.923543694561
"1181",291.796432929657
"1182",305.591068664964
"1183",263.724409297954
"1184",251.818959271453
"1185",216.958748385996
"1186",247.757220082144
"1187",304.231528654402
"1188",293.846639912321
"1189",270.049010596257
"1190",210.985360174543
"1191",246.365381471375
"1192",264.82780691931
"1193",214.076934593451
"1194",256.239115044481
"1195",193.378586504638
"1196",248.385675210942
"1197",247.996694373333
"1198",282.103634658717
"1199",279.426989540831
"1200",284.802994370788
"1201",290.351499087496
"1202",277.168515810008
"1203",245.204195972228
"1204",289.034684524978
"1205",251.622854619019
"1206",272.053685843154
"1207",261.3079211686
"1208",274.473628771069
"1209",266.548638761294
"1210",254.302843795893
"1211",214.201891231785
"1212",197.071615673115
"1213",277.028465703979
"1214",295.082452983567
"1215",297.290920667263
"1216",287.020794717475
"1217",229.971975638933
"1218",180.173876544065
"1219",178.450354427981
"1220",190.936153610516
"1221",213.841573391
"1222",227.947056112133
"1223",254.584543550846
"1224",194.84014011449
"1225",224.968513774332
"1226",264.734881349581
"1227",262.457221694155
"1228",220.025860848844
"1229",269.185342715991
"1230",232.810224847216
"1231",226.31448405818
"1232",252.763466040362
"1233",286.536813739855
"1234",229.943160491652
"1235",195.38239022633
"1236",203.807986579275
"1237",207.300961464665
"1238",215.471335757128
"1239",187.430889697073
"1240",194.227844547848
"1241",305.259029408276
"1242",244.042568564334
"1243",261.904575694249
"1244",258.801030843388
"1245",232.494802590382
"1246",227.50505520164
"1247",269.116917856293
"1248",261.483829929666
"1249",234.456060833016
"1250",248.298459419489
"1251",234.85001434855
"1252",169.843645210832
"1253",209.774704123483
"1254",268.000253812122
"1255",244.368815978298
"1256",233.41476536501
"1257",201.810501850168
"1258",199.580011819027
"1259",187.670802556043
"1260",180.196422689993
"1261",206.784613011878
"1262",267.891497071691
"1263",235.189578964955
"1264",258.059786501261
"1265",221.017448105373
"1266",176.070414966109
"1267",222.075044112968
"1268",194.467607027488
"1269",170.375878039951
"1270",213.82196129013
"1271",223.415528583591
"1272",212.012303747634
"1273",239.110960565204
"1274",213.7195296629
"1275",188.879247157573
"1276",223.527883473683
"1277",219.711956367684
"1278",230.112501882607
"1279",200.57853615753
"1280",226.127414255
"1281",211.137597804034
"1282",215.890641804151
"1283",189.043948360872
"1284",203.98080773059
"1285",201.049284033934
"1286",185.855970097079
"1287",198.113498373855
"1288",234.399456918204
"1289",212.570014045119
"1290",206.543292749579
"1291",189.388810070659
"1292",177.526801761447
"1293",167.687179453586
"1294",167.700217699762
"1295",192.762284315327
"1296",224.400973723222
"1297",216.084532961406
"1298",216.371725113755
"1299",207.665638221807
"1300",219.934635126125
"1301",229.502186733766
"1302",230.251458893765
"1303",195.112150925651
"1304",209.165714852667
"1305",181.973222484364
"1306",205.656940523534
"1307",182.62159685169
"1308",154.733854184337
"1309",172.353460542066
"1310",175.147542247892
"1311",196.876907490664
"1312",215.178069006444
"1313",227.31451050986
"1314",228.781963589987
"1315",214.534904444696
"1316",220.189724627482
"1317",242.216456720111
"1318",239.707279434291
"1319",232.795263205967
"1320",167.876245220483
"1321",210.248930013235
"1322",225.868896794362
"1323",231.547159983107
"1324",238.083086896078
"1325",242.461597602394
"1326",206.480862972209
"1327",206.651087971934
"1328",228.139795818567
"1329",231.242557699305
"1330",176.022773755726
"1331",156.569443792241
"1332",200.193628626412
"1333",219.661073408624
"1334",174.203657748657
"1335",178.255359469285
"1336",202.407039169372
"1337",185.678682386702
"1338",204.055212392148
"1339",202.876848305317
"1340",228.998524520713
"1341",208.3638669385
"1342",197.74732035995
"1343",192.377017280767
"1344",219.938594972439
"1345",246.907461677644
"1346",206.861549472786
"1347",206.36708146371
"1348",188.291680247216
"1349",200.403651697379
"1350",220.028115746164
"1351",204.047666576249
"1352",207.44898026971
"1353",188.049213109464
"1354",136.101490407027
"1355",221.894106939613
"1356",271.804313818238
"1357",260.856003239449
"1358",240.900445138929
"1359",170.933366182964
"1360",185.310466986699
"1361",239.81433180481
"1362",180.043153322223
