"","x"
"1363",176.044923778083
"1364",216.06634535033
"1365",228.743708384187
"1366",212.086097521107
"1367",219.138834383421
"1368",235.427857852724
"1369",152.357067608456
"1370",199.728254373053
"1371",200.168093798928
"1372",173.894520448547
"1373",187.648280022311
"1374",202.48622035533
"1375",224.216356212073
"1376",233.705356361824
"1377",211.021137141943
"1378",196.020452796096
"1379",193.417260096979
"1380",184.245011629503
"1381",181.386615025298
"1382",192.951914611907
"1383",186.876564109639
"1384",141.825684862311
"1385",137.940140970413
"1386",172.609926875097
"1387",201.926136854454
"1388",225.087889092314
"1389",215.553986855022
"1390",230.464067037404
"1391",238.811292749712
"1392",256.084263590645
"1393",244.347919592212
"1394",243.015321016725
"1395",252.242468968204
"1396",242.724017142453
"1397",236.168253481531
"1398",255.042350760796
"1399",238.106890017976
"1400",259.149448655938
"1401",257.042305079472
"1402",290.250680837031
"1403",251.306690170545
"1404",206.891024910492
"1405",231.006238743358
"1406",224.085944102111
"1407",236.369878577578
"1408",252.885949169778
"1409",234.280565540844
"1410",252.689373761836
"1411",227.461430433645
"1412",249.570924515904
"1413",254.222846392876
"1414",207.338210107639
"1415",220.625989025933
"1416",189.849971906431
"1417",193.854143074967
"1418",210.111420960345
"1419",249.236089855224
"1420",236.345185575482
"1421",240.822673068174
"1422",256.212792406673
"1423",287.685702870903
"1424",304.069364527622
"1425",263.579592419435
"1426",265.720820399742
"1427",230.769599933662
"1428",261.413225381478
"1429",208.482581644411
"1430",192.599741911253
"1431",229.010311076758
"1432",251.64089890539
"1433",282.267828558497
"1434",260.050033681604
"1435",296.919347105738
"1436",316.676529206398
"1437",316.095925680095
"1438",290.304504282373
"1439",329.445465517288
"1440",315.779326940147
"1441",313.105981778727
"1442",241.068565588854
"1443",235.993513172138
"1444",208.021223279157
"1445",214.815526452444
"1446",261.207770397953
"1447",295.043505029164
"1448",322.875714505365
"1449",272.317854166486
"1450",299.462771069013
"1451",309.858929929383
"1452",277.38107864344
"1453",268.576020327659
"1454",283.541440353703
"1455",305.118077637358
"1456",289.151694168285
"1457",253.117508927518
"1458",220.687633187884
"1459",231.997805128123
"1460",239.187704558526
"1461",301.107803908268
"1462",285.657375099964
"1463",247.731192193697
"1464",211.088385142124
"1465",207.389129387843
"1466",276.223136199312
"1467",271.994895425824
"1468",277.415144226004
"1469",281.825414813952
"1470",311.241078412444
"1471",303.479583050261
"1472",313.9877211159
"1473",323.977329016058
"1474",328.082378783858
"1475",290.012509001812
"1476",295.142921910485
"1477",294.806446484594
"1478",297.614249184556
"1479",257.892440128339
"1480",252.006358418023
"1481",254.018214931352
"1482",262.052973594753
"1483",313.2407358844
"1484",252.688030214682
"1485",251.299475320398
"1486",217.365514984802
"1487",228.072929637396
"1488",245.183035303361
"1489",279.46064624082
"1490",290.455418894453
"1491",333.070978429744
"1492",309.416633491016
"1493",318.301127532937
"1494",317.205293169323
"1495",286.389604485349
"1496",310.892253658606
"1497",325.739868390903
"1498",302.871618033083
"1499",317.324410513185
"1500",329.642048511026
"1501",302.606909353055
"1502",273.887942823003
"1503",323.119672207904
"1504",321.563633004089
"1505",324.458379958929
"1506",342.651280588797
"1507",240.794093852756
"1508",275.477790582286
"1509",291.01509437699
"1510",247.216696143773
"1511",241.983593344479
"1512",260.859263982197
"1513",252.065490739557
"1514",298.016412205662
"1515",301.291507956906
"1516",267.645478425368
"1517",238.928163734927
"1518",286.089285619161
"1519",263.268986039389
"1520",255.525618035308
"1521",285.142162479673
"1522",252.542282300017
"1523",308.385211146582
"1524",301.085150247648
"1525",260.412105992793
"1526",252.493119269603
"1527",226.947940777643
"1528",267.681606162584
"1529",322.545272657735
"1530",301.284912328736
"1531",290.542014818145
"1532",270.507905752725
"1533",283.057822961031
"1534",253.424823580087
"1535",263.612014021722
"1536",226.685503336825
"1537",228.573548146248
"1538",270.386169164438
"1539",255.530425688622
"1540",255.945478487497
"1541",251.329160963327
"1542",322.333349114276
"1543",300.105103518653
"1544",282.234936759288
"1545",238.89364377499
"1546",256.646735673711
"1547",267.359638216729
"1548",274.57902477304
"1549",270.24170613424
"1550",231.412434995514
"1551",253.943732199341
"1552",282.117626548733
"1553",254.788803387342
"1554",236.962876722744
"1555",222.246697049842
"1556",265.30564007621
"1557",268.526555676908
"1558",276.257175322298
"1559",287.104397557871
"1560",278.857254703695
"1561",271.598250193937
"1562",277.308094305657
"1563",220.534179994453
"1564",183.342012463895
"1565",233.401129269952
"1566",276.582197588607
"1567",270.949506695228
"1568",286.439715505322
"1569",279.187371273016
"1570",267.567978129696
"1571",213.465984648907
"1572",208.968342401161
"1573",254.981271669883
"1574",264.483894829924
"1575",220.845591643588
"1576",283.732662850828
"1577",284.765876714464
"1578",274.061724995838
"1579",254.053958203161
"1580",252.685059716272
"1581",246.987142753959
"1582",250.847199023714
"1583",246.177776645806
"1584",269.750251849585
"1585",259.309647782614
"1586",195.979372000985
"1587",228.701382591378
"1588",225.933937462762
"1589",263.405283672608
"1590",243.35427683746
"1591",207.051165629816
"1592",228.214825862587
"1593",244.369265773917
"1594",220.086339942538
"1595",228.680211595905
"1596",223.294746615555
"1597",213.985861110285
"1598",244.071415246325
"1599",240.913310294886
"1600",169.2440413219
"1601",169.501378924975
"1602",164.481482181317
"1603",203.245872168227
"1604",252.011822219871
"1605",250.938262166098
"1606",225.712184218579
"1607",209.921312573154
"1608",220.956985740573
"1609",238.090387385322
"1610",214.611864775436
"1611",214.645495346572
"1612",208.754510440798
"1613",241.040494359924
"1614",232.723487085492
"1615",200.561659929733
"1616",239.749031596994
"1617",203.197666122683
"1618",217.023181243034
"1619",206.974857693899
"1620",204.045683529015
"1621",222.319422639004
"1622",244.062722973111
"1623",268.609274121746
"1624",257.997898186724
"1625",228.061159124744
"1626",213.04293414843
"1627",224.165287289371
"1628",202.101610737988
"1629",198.461907126923
"1630",205.447927288492
"1631",226.21291441262
"1632",186.785673928531
"1633",224.28449945122
"1634",192.530358668549
"1635",231.022114898052
"1636",189.717545665307
"1637",192.592149309376
"1638",191.995153815242
"1639",204.988636429324
"1640",214.876944429146
"1641",213.173091852612
"1642",184.013597178654
"1643",179.820028446516
"1644",203.317595538919
"1645",223.807615012475
"1646",215.801392737192
"1647",188.088412893671
"1648",170.299599767002
"1649",168.293230520748
"1650",176.236841116582
"1651",163.691976563537
"1652",154.146295453861
"1653",130.881379518766
"1654",148.488416349209
"1655",158.384510926929
"1656",163.521314925705
"1657",172.663357300516
"1658",173.806574117245
"1659",163.283258877834
"1660",167.927642151474
"1661",178.271764969627
"1662",181.594642661673
"1663",185.565187176579
"1664",156.42403034399
"1665",171.454793719163
"1666",199.184480441462
"1667",195.481140158518
"1668",211.204757783378
"1669",206.394247479923
"1670",212.422031833366
"1671",214.452582856198
"1672",214.05891156554
"1673",208.946776769708
"1674",209.235745620234
"1675",188.4919130357
"1676",180.184054895959
"1677",186.590354153084
"1678",166.733998118583
"1679",185.921134982263
"1680",177.938412985651
"1681",200.238794203949
"1682",202.395370252193
"1683",223.301609430187
"1684",217.06345427935
"1685",159.39241913917
"1686",134.761796367285
"1687",154.104243441323
"1688",177.819919277852
"1689",168.656306644241
"1690",147.838645530987
"1691",159.604592509015
"1692",168.897605874299
"1693",180.208055846618
"1694",211.129611670842
"1695",205.103873312612
"1696",245.103365936208
"1697",252.588032335032
"1698",166.753876479708
"1699",188.159095387739
"1700",160.989374130252
"1701",148.294318439779
"1702",171.394379753558
"1703",172.246340672088
"1704",199.501730873042
"1705",212.383986644906
"1706",230.842446088686
"1707",230.030358031164
"1708",243.812002930113
"1709",241.729830503471
"1710",223.122840387228
"1711",218.62057975304
"1712",220.404203786757
"1713",218.720565695166
"1714",209.998718360907
"1715",183.660526534737
"1716",185.157350026897
"1717",207.712297784109
"1718",210.304030092484
"1719",193.951232879614
"1720",181.547179171438
"1721",168.706580830268
"1722",205.981846740315
"1723",186.106127037905
"1724",219.158609352396
"1725",198.544555544438
"1726",204.093712934427
"1727",195.11802570656
"1728",190.625764272425
"1729",175.70214228519
"1730",194.590947468318
"1731",204.228509130043
"1732",221.394274142001
"1733",205.593856026068
"1734",243.125411736715
"1735",259.673647564511
"1736",263.800012474756
"1737",233.414337814164
"1738",194.682294073233
"1739",175.047494020823
"1740",230.017615181576
"1741",232.725416317028
"1742",215.093498789648
"1743",248.184690682366
"1744",214.275532803554
"1745",215.65108915946
"1746",224.220039406868
"1747",228.542743555444
"1748",209.469775898331
"1749",229.51538199492
"1750",211.909112300496
"1751",260.264098151785
"1752",224.541773383369
"1753",243.538501422218
"1754",215.175963521603
"1755",206.369277121275
"1756",203.301719857613
"1757",232.322121165301
"1758",226.13537986994
"1759",218.240823728199
"1760",241.345419948804
"1761",289.217332716271
"1762",295.804558508673
"1763",283.19417422665
"1764",236.70143360114
"1765",217.676672557958
"1766",204.47695083765
"1767",214.978185352975
"1768",196.432099142127
"1769",213.37103827352
"1770",183.523238667145
"1771",183.405710181919
"1772",212.0386415337
"1773",228.023449668409
"1774",273.582057732572
"1775",232.673959840604
"1776",231.772614567499
"1777",198.877094407646
"1778",248.871084960947
"1779",228.074389852867
"1780",227.696838944368
"1781",197.425033116862
"1782",203.612087996628
"1783",198.353169711219
"1784",260.614242943196
"1785",230.589575523069
"1786",206.740596720957
"1787",227.133253555738
"1788",244.31931870104
"1789",261.143718517932
"1790",233.885051682774
"1791",232.614795926282
"1792",264.508631085346
"1793",259.324533067251
"1794",249.291019017328
"1795",228.45516380844
"1796",237.902734595342
"1797",249.153780782537
"1798",259.47159203848
"1799",218.609075670039
"1800",192.275380358192
"1801",198.9033074399
"1802",225.282629334519
"1803",219.832334810254
"1804",237.843177587702
"1805",182.609075185784
"1806",230.45837199223
"1807",257.469271981044
"1808",273.263975985535
"1809",260.61318843374
"1810",210.403026476121
"1811",248.186477236474
"1812",301.878009062023
"1813",298.716662342743
"1814",278.962618787791
"1815",238.685346058057
"1816",268.695367303425
"1817",215.864012598699
"1818",236.758666425327
"1819",252.613213730553
"1820",241.712194567664
"1821",200.455181428154
"1822",200.170740267554
"1823",250.848382628989
"1824",269.789963962537
"1825",240.301237004675
"1826",247.707437899434
"1827",232.833385576117
"1828",215.639197531222
"1829",221.828277978165
"1830",233.434380423574
"1831",232.210582781369
"1832",237.288657746194
"1833",226.500856088795
"1834",205.317367880416
"1835",219.534011882444
"1836",250.37143599041
"1837",229.505969127249
"1838",255.932245347686
"1839",279.882272669041
"1840",251.278203180036
"1841",228.260851144604
"1842",275.71122309945
"1843",321.031376277375
"1844",267.226085619136
"1845",265.484989359119
"1846",250.121008341939
"1847",304.907915360769
"1848",312.962637081955
"1849",332.515300212829
"1850",285.209580125776
"1851",256.288669993616
"1852",242.611882337292
"1853",301.157613610923
"1854",279.401227469924
"1855",251.064669303033
"1856",273.372103265412
"1857",235.29564765642
"1858",321.044586104325
"1859",258.849430121295
"1860",259.679963083071
"1861",295.116303163498
"1862",280.179627741634
"1863",288.751636259422
"1864",217.706370954041
"1865",213.529256635117
"1866",213.426641374494
"1867",236.643127580355
"1868",284.974007296342
"1869",232.003450796708
"1870",211.259374978309
"1871",209.231864660133
"1872",238.73424293122
"1873",235.55343213283
"1874",293.322507219939
"1875",252.79438766705
"1876",286.387812143204
"1877",235.032246929627
"1878",226.866124115383
"1879",241.174355991073
"1880",310.00265899306
"1881",294.656815650215
"1882",288.986649948034
"1883",240.479016661449
"1884",222.935903227458
"1885",253.922756000441
"1886",242.779334453118
"1887",230.588092087131
"1888",275.749891604727
"1889",299.637530362736
"1890",228.555702077351
"1891",268.233244082082
"1892",251.17295371292
"1893",249.932001470746
"1894",288.62544511563
"1895",259.03796899674
"1896",298.501897029524
"1897",286.856537213519
"1898",255.329339538541
"1899",231.236974820207
"1900",266.564392104107
"1901",267.609223862599
"1902",282.341919944744
"1903",227.118620996083
"1904",264.466648357827
"1905",284.194750620158
"1906",262.04396630047
"1907",216.448521941717
"1908",268.566529027431
"1909",244.022121325159
"1910",277.270894345464
"1911",258.934127283532
"1912",252.480992011129
"1913",244.79694165318
"1914",272.955928416011
"1915",297.690792440484
"1916",270.0200230133
"1917",262.304663614662
"1918",230.354245145084
"1919",226.610139551771
"1920",209.31162085588
"1921",301.995682933721
"1922",260.535033461628
"1923",273.257049483695
"1924",232.696085534096
"1925",235.094822532561
"1926",220.71750310296
"1927",248.289741540803
"1928",263.417512511302
"1929",226.627450078332
"1930",212.061859501793
"1931",242.846377726639
"1932",231.894163796615
"1933",258.693300807058
"1934",257.83105224918
"1935",193.460348054428
"1936",182.433244497435
"1937",204.062382029664
"1938",186.68805538014
"1939",260.73316684008
"1940",215.948763978037
"1941",226.938470852564
"1942",255.081364290707
"1943",258.190631542424
"1944",255.345699952364
"1945",239.351472296987
"1946",229.694362920477
"1947",258.854064907298
"1948",269.946448908546
"1949",260.429826931131
"1950",245.28606005212
"1951",210.183928345253
"1952",204.466310854375
"1953",233.868184715937
"1954",228.149976097215
"1955",263.282640049787
"1956",239.331514003529
"1957",242.445452258175
"1958",222.012941271478
"1959",199.182773142187
"1960",209.639970478323
"1961",174.91046477206
"1962",215.065827497616
"1963",204.350766502036
"1964",241.277744891639
"1965",231.93743260991
"1966",202.429249490677
"1967",292.721879465417
"1968",268.057296856137
"1969",238.692659025652
"1970",207.241719252894
"1971",148.523704004044
"1972",134.055234104457
"1973",217.711019180109
"1974",211.630667294534
"1975",270.14459064383
"1976",207.192011213457
"1977",213.260759152714
"1978",237.041654143697
"1979",229.243876081434
"1980",218.390244886234
"1981",224.052153629399
"1982",193.04700672789
"1983",177.288360976349
"1984",212.500853009628
"1985",220.994435890655
"1986",228.101755772987
"1987",241.080405158092
"1988",206.942067676033
"1989",219.309401979428
"1990",198.493360676701
"1991",247.513451982457
"1992",282.096880949188
"1993",252.130990229188
"1994",195.286236805931
"1995",173.050999836209
"1996",239.156387018899
"1997",180.236739326095
"1998",166.433938759659
"1999",217.026221009009
"2000",206.018607779463
"2001",173.989362155951
"2002",161.843924146526
"2003",206.809167710542
"2004",226.566546659407
"2005",222.414137636139
"2006",197.620438694938
"2007",226.29546727054
"2008",218.226782307499
"2009",176.633683988091
"2010",169.287632540733
"2011",231.900291795546
"2012",250.014782886167
"2013",210.547394999918
"2014",239.734108073362
"2015",234.679785257766
"2016",174.962373648328
"2017",228.980293882282
"2018",226.976324288283
"2019",194.604318182049
"2020",206.402913179825
"2021",218.381907154964
"2022",210.262031637826
"2023",159.02156845395
"2024",144.790586454674
"2025",170.250622414763
"2026",183.128413054381
"2027",212.227950059562
"2028",194.641764846904
"2029",186.838154919783
"2030",188.575558372354
"2031",189.613016461488
"2032",186.284615822306
"2033",177.991718015663
"2034",167.376464930776
"2035",149.027170759367
"2036",160.343182213217
"2037",170.927942789102
"2038",152.013330119243
"2039",141.234951172006
"2040",151.364737015286
"2041",164.753253034643
"2042",153.264257379201
"2043",161.390228503644
"2044",189.15674671717
"2045",181.12158700986
"2046",171.130646653635
"2047",156.797189605623
"2048",171.226956844886
"2049",208.248353600167
"2050",231.569446509945
"2051",222.322698729406
"2052",244.544378709162
"2053",230.130363109585
"2054",227.418805295343
"2055",209.57245840795
"2056",198.758622733858
"2057",197.68262234886
"2058",212.48729494605
"2059",237.576567468366
"2060",208.689791360907
"2061",177.781814083237
"2062",169.655152218146
"2063",145.808363252993
"2064",156.741389151589
"2065",202.974347972469
"2066",208.181115973344
"2067",203.976690830815
"2068",271.670372852587
"2069",192.567335387845
"2070",164.835847132802
"2071",175.027403853181
"2072",188.732050553659
"2073",196.099141838913
"2074",200.061383983219
"2075",192.63835394634
"2076",223.329473155128
"2077",239.923768295837
"2078",239.012951240424
"2079",198.192192722968
"2080",184.108212577152
"2081",187.201272576449
"2082",213.77928246504
"2083",204.183023911451
"2084",180.461392507165
"2085",201.060116875057
"2086",178.164212391256
"2087",162.504197592821
"2088",181.312921382454
"2089",201.475131634162
"2090",171.178784610947
"2091",178.055477476645
"2092",244.977503278932
"2093",242.347654617069
"2094",218.730862265519
"2095",207.098295154584
"2096",226.544231763784
"2097",226.61890583252
"2098",222.771348680215
"2099",188.884938578798
"2100",149.916908139333
"2101",220.564873086447
"2102",218.494319132812
"2103",192.199724942023
"2104",168.004337324642
"2105",195.898593422333
"2106",208.611782925178
"2107",190.629455057365
"2108",211.46182621958
"2109",218.488604514086
"2110",210.560511967779
"2111",177.775404213923
"2112",191.321087240479
"2113",169.92429270514
"2114",156.434855116208
"2115",181.669561197673
"2116",180.816769462791
"2117",203.138141966582
"2118",205.841717332355
"2119",217.403445553721
"2120",220.767659421818
"2121",226.608563365777
"2122",215.0167477167
"2123",189.288066349227
"2124",222.723941359307
"2125",185.59514080809
"2126",249.586176338611
"2127",256.509963656674
"2128",248.628298145939
"2129",232.929380595985
"2130",237.356378885193
"2131",229.352574916827
"2132",227.493418782204
"2133",216.941475966039
"2134",189.850215387969
"2135",222.047175180111
"2136",248.129348726144
"2137",221.845610820944
"2138",201.930885813171
"2139",242.87785307028
"2140",262.23236963857
"2141",283.531203955559
"2142",212.436376147117
"2143",215.52272980751
"2144",253.755443224074
"2145",216.574105943503
"2146",225.888562871402
"2147",235.469921983549
"2148",221.195878072467
"2149",262.546971942635
"2150",217.400402350149
"2151",220.809799191424
"2152",210.580253260437
"2153",193.786392186626
"2154",201.119555061702
"2155",180.055927960651
"2156",252.362591187793
"2157",205.991221079637
"2158",187.971338841035
"2159",204.772533634695
"2160",211.054644425829
"2161",204.133616552081
"2162",256.746512119048
"2163",292.788261027066
"2164",259.741058038244
"2165",229.657694935855
"2166",189.491208918335
"2167",249.538834028517
"2168",270.778991892205
"2169",268.750228218936
"2170",302.062057408928
"2171",273.973388631146
"2172",237.652147757031
"2173",255.9667136056
"2174",251.252318723264
"2175",206.96394760254
"2176",216.19501691734
"2177",222.718238231499
"2178",189.11913416798
"2179",224.532295967885
"2180",227.181494651335
"2181",217.581974762597
"2182",251.05862392904
"2183",241.009206398209
"2184",214.708536674233
"2185",240.513286343158
"2186",232.657497078594
"2187",291.133641254867
"2188",259.736028770263
"2189",255.942100781888
"2190",240.186589139728
"2191",208.804413057492
"2192",254.933511619067
"2193",236.726479850231
"2194",198.687986728931
"2195",220.806595885471
"2196",223.846380603832
"2197",247.931851813307
"2198",237.599040269135
"2199",242.232728444028
"2200",241.437300718614
"2201",258.001353606202
"2202",228.508918327143
"2203",289.472385416795
"2204",284.69654849442
"2205",278.544838077752
"2206",251.458115262555
"2207",225.034694243205
"2208",240.329756658174
"2209",295.240005499114
"2210",294.522059241845
"2211",297.617754030604
"2212",234.169348029383
"2213",265.2150964353
"2214",251.387985552719
"2215",214.278102391787
"2216",208.171340628355
"2217",197.034372739939
"2218",243.947956843758
"2219",260.785450419496
"2220",268.508270149319
"2221",274.255454449024
"2222",310.664119993033
"2223",292.639646735714
"2224",262.307154669133
"2225",232.113470075339
"2226",238.08059360273
"2227",244.635953029988
"2228",202.235039885819
"2229",210.222554369984
"2230",261.739514761101
"2231",288.308150498092
"2232",275.253961039332
"2233",222.45549982868
"2234",305.708366637254
"2235",251.884935886519
"2236",198.915111230457
"2237",260.922443975022
"2238",264.615209362892
"2239",282.459602870937
"2240",293.570150144052
"2241",262.253879219649
"2242",233.625634296285
"2243",248.333544942906
"2244",249.828186300475
"2245",219.28597920475
"2246",254.622484404673
"2247",259.919495731487
"2248",201.652011238816
"2249",226.251406333624
"2250",232.070467690859
"2251",224.733515633123
"2252",256.434523011003
"2253",227.816515076276
"2254",259.963399555108
"2255",237.139048227694
"2256",256.934041007699
"2257",239.596753609576
"2258",286.595699883031
"2259",241.932837289467
"2260",229.331230086703
"2261",231.596466527321
"2262",260.585663362835
"2263",211.458791399594
"2264",211.297538247631
"2265",264.623506617767
"2266",255.95687345901
"2267",238.664151501026
"2268",284.533995529699
"2269",258.29347724193
"2270",245.952627972619
"2271",246.276580246219
"2272",282.841275290934
"2273",251.029301875324
"2274",245.063744468523
"2275",223.976007773293
"2276",212.738657758012
"2277",242.224674522887
"2278",190.096172778573
"2279",199.594608951089
"2280",243.058393503988
"2281",227.491969762649
"2282",205.765613990033
"2283",229.721811606241
"2284",223.572368757829
"2285",251.861139040464
"2286",251.582053242453
"2287",217.595832563399
"2288",259.91070072147
"2289",261.117245022529
"2290",276.55776875206
"2291",209.352685983829
"2292",182.895345412286
"2293",204.342722513284
"2294",249.720363133536
"2295",267.534259427664
"2296",259.668447696264
"2297",243.725425951351
"2298",221.445863578242
"2299",213.855508855278
"2300",212.218936702795
"2301",206.626237937905
"2302",268.987727491294
"2303",202.661972422354
"2304",238.7341991634
"2305",241.714326075262
"2306",253.178374491322
"2307",249.724332332149
"2308",220.805741774422
"2309",194.036784737038
"2310",220.720115367261
"2311",196.981563611288
"2312",212.189001265811
"2313",167.644157687102
"2314",221.126187483457
"2315",250.588768780219
"2316",238.779042672414
"2317",191.23796193093
"2318",195.515515544335
"2319",169.911714772677
"2320",142.732888855253
"2321",203.526370793476
"2322",234.92205281218
"2323",201.366239501515
"2324",233.555236143263
"2325",203.316707796286
"2326",173.99970644314
"2327",203.395408264784
"2328",216.08194811699
"2329",246.504827352952
"2330",225.86654359136
"2331",267.97901210581
"2332",210.037276965671
"2333",159.667938633333
"2334",207.384156781782
"2335",186.608210114158
"2336",204.31213384058
"2337",199.560034982867
"2338",180.557704743951
"2339",225.183038627631
"2340",218.462017565896
"2341",173.985152095546
"2342",159.284184703378
"2343",247.709546125799
"2344",196.621375251638
"2345",227.848903793628
"2346",185.675077610441
"2347",220.662003161734
"2348",188.160990496401
"2349",160.038824166978
"2350",176.987466825084
"2351",151.745577346819
"2352",147.035953281307
"2353",185.950936674334
"2354",206.188759918687
"2355",195.328693887115
"2356",194.776141265163
"2357",165.334597396629
"2358",168.686887526097
"2359",173.759725474177
"2360",174.086551609321
"2361",203.706462186344
"2362",172.396247536602
"2363",194.590979091301
"2364",176.86152991893
"2365",182.685631914041
"2366",165.35458495092
"2367",232.988461601183
"2368",200.653264165181
"2369",205.305952229771
"2370",190.919587404341
"2371",164.19700244801
"2372",190.433690689463
"2373",238.48006665504
"2374",190.966224751996
"2375",170.11524655634
"2376",153.190704970803
"2377",173.123512753004
"2378",183.641337785495
"2379",172.154633574873
"2380",220.819185100701
"2381",218.340762365056
"2382",209.197162213245
"2383",211.206194335286
"2384",183.507841479697
"2385",219.921083361828
"2386",169.24978800762
"2387",202.89372999844
"2388",175.400702809586
"2389",173.78154196432
"2390",177.28375713783
"2391",196.943509738556
"2392",187.737385898455
"2393",186.615692193644
"2394",191.350519513042
"2395",184.325367343781
"2396",182.655662419862
"2397",207.294390031967
"2398",230.999860966284
"2399",213.717681912502
"2400",182.82923995635
"2401",192.218307082314
"2402",161.744404198893
"2403",135.281748166975
"2404",114.899566028019
"2405",127.528370748526
"2406",141.893908759871
"2407",131.766988970212
"2408",100.72031393143
"2409",102.275014538018
"2410",171.1040136493
"2411",171.042536654757
"2412",169.815456358502
"2413",179.094322144867
"2414",193.31307443616
"2415",176.08154815784
"2416",163.247208996784
"2417",161.35317833464
"2418",163.069638839643
"2419",159.957704123457
"2420",152.13161394773
"2421",133.435195563606
"2422",136.770336117151
"2423",138.724307121761
"2424",156.41696574776
"2425",139.964755757809
"2426",154.685310618979
"2427",178.589824129757
"2428",176.213594595845
"2429",197.675546818083
"2430",180.78677690023
"2431",224.582982782023
"2432",195.434272605683
"2433",205.2906172275
"2434",168.811730994329
"2435",168.390605437721
"2436",169.667780499839
"2437",184.226905010163
"2438",221.231038680188
"2439",208.162843701214
"2440",216.380789801567
"2441",185.849888988532
"2442",225.506303222241
"2443",193.600555570313
"2444",219.699382373275
"2445",217.878482429002
"2446",202.826379535877
"2447",184.376228523329
"2448",171.345801180383
"2449",195.59230729705
"2450",173.127892277608
"2451",238.501971660705
"2452",171.267687448079
"2453",168.753632010379
"2454",189.449730219096
"2455",196.281879837099
"2456",203.735132524807
"2457",215.522828689497
"2458",158.142512405822
"2459",249.909926936521
"2460",236.030521814154
"2461",193.405284229887
"2462",189.405013161543
"2463",184.337169243635
"2464",213.399510963059
"2465",221.547429450174
"2466",215.912937278485
"2467",191.71862767295
"2468",162.102961474032
"2469",184.629719475606
"2470",175.093122585293
"2471",186.814175938926
"2472",157.672556598814
"2473",172.443235014442
"2474",184.696902052624
"2475",212.742522978603
"2476",238.900050275692
"2477",193.948146329361
"2478",180.931407613005
"2479",165.5726565336
"2480",154.533928123766
"2481",150.611845041429
"2482",246.395621874984
"2483",179.467266082366
"2484",188.784261487639
"2485",190.9332068489
"2486",233.632977915426
"2487",252.910424907631
"2488",215.283312113278
"2489",230.278596439241
"2490",224.316648801148
"2491",224.171360746527
"2492",210.667491328881
"2493",180.281460205402
"2494",165.485637379726
"2495",199.151467610335
"2496",241.745937957429
"2497",216.794148088933
"2498",213.168645561537
"2499",203.13610675092
"2500",229.911151818885
"2501",192.830657455587
"2502",238.985946117246
"2503",223.920210408535
"2504",190.94328174505
"2505",190.700084639607
"2506",207.741892471456
"2507",199.675019973484
"2508",208.662680288076
"2509",202.617524617922
"2510",196.835352427921
"2511",191.328035764286
"2512",182.198723936009
"2513",152.547244143201
"2514",169.015340797565
"2515",215.48605809987
"2516",181.481816462814
"2517",194.660787343132
"2518",154.876431481333
"2519",171.185159718065
"2520",193.343307152298
"2521",184.734356349464
"2522",205.374888322733
"2523",174.17982877046
"2524",175.913754570397
"2525",213.161063400148
"2526",201.389431619219
"2527",177.122076449389
"2528",188.45789974968
"2529",186.47174037426
"2530",218.642706976104
"2531",222.188692997356
"2532",211.372495128445
"2533",178.01650423866
"2534",195.928120783562
"2535",204.481526165102
"2536",232.434687432993
"2537",218.199110587734
"2538",261.963187649663
"2539",266.503063917475
"2540",210.329456345452
"2541",230.653890325965
"2542",255.827535502241
"2543",235.577263268779
"2544",181.740343768359
"2545",204.369066989851
"2546",259.081223136181
"2547",266.283745527774
"2548",256.62601265098
"2549",254.711523223971
"2550",238.792436698294
"2551",249.948671501255
"2552",235.421667102504
"2553",283.583678164052
"2554",247.852898681286
"2555",263.597697663303
"2556",221.812338945515
"2557",289.153307938721
"2558",315.434262584429
"2559",313.893362342199
"2560",241.049448224352
"2561",212.372625158702
"2562",191.137378157869
"2563",236.65123217442
"2564",256.447316947827
"2565",309.445744782192
"2566",334.112619250731
"2567",330.73547634485
"2568",301.071329429275
"2569",319.559139132957
"2570",310.855150734588
"2571",286.09313004283
"2572",291.713503792078
"2573",207.041186917022
"2574",285.92321883354
"2575",321.918444284403
"2576",230.655683700875
"2577",212.622359126639
"2578",257.576843256334
"2579",213.759838979299
"2580",218.631322965777
"2581",264.245653893525
"2582",238.752423345308
"2583",231.042797485407
"2584",233.316698915015
"2585",261.109006253415
"2586",272.829410578679
"2587",275.829669673159
